Type,Md1,Md2,Md3,Md4,Mc1,Mc2,Mc3,Md5,Md6,Mc4,Mc5
M135-3-601,1,1,0,1,1,1,1,1,1,1,1
M135-3-602,1,1,0,1,1,1,0,1,1,1,0
M135-3-603,1,1,1,1,1,1,0,1,1,0,1
M135-3-604,1,1,0,1,1,1,1,1,1,1,1
M135-3-605,1,1,1,1,1,1,1,1,1,1,1
M135-3-606,1,1,0,1,1,1,0,1,1,1,1
M135-3-607,1,1,0,1,1,1,0,1,1,1,0
M135-3-608,1,1,0,1,1,1,0,1,1,0,1
M135-3-609,1,1,1,1,1,1,0,1,1,1,1
M135-3-61,1,1,1,1,1,1,0,1,1,1,0
M135-3-610,1,1,1,1,1,1,0,1,1,0,0
M135-3-611,1,1,0,1,1,1,1,1,1,1,0
M135-3-612,1,1,0,1,1,1,0,1,1,0,1
M135-3-613,1,1,1,1,1,1,0,1,1,1,1
M135-3-614,1,1,1,1,1,1,1,1,1,0,0
M135-3-615,1,1,1,1,1,1,1,1,1,1,0
M135-3-616,1,1,1,1,1,1,0,1,1,0,0
M135-3-617,1,1,1,1,1,1,0,1,1,1,1
M135-3-618,1,1,1,1,1,1,0,1,1,1,1
M135-3-619,1,1,0,1,1,1,0,1,1,0,1
M135-3-62,1,1,1,1,1,1,0,1,1,0,1
M135-3-620,1,1,1,1,1,1,0,1,1,0,1
M135-3-621,1,1,1,1,1,1,0,1,1,1,0
M135-3-622,1,1,0,1,1,1,1,1,1,1,0
M135-3-623,1,1,0,1,1,1,1,1,1,1,1
M135-3-624,1,1,1,1,1,1,1,1,1,0,1
M135-3-625,1,1,0,1,1,1,0,1,1,1,1
M135-3-626,1,1,1,1,1,1,0,1,1,0,1
M135-3-627,1,1,1,1,1,1,1,1,1,1,0
M135-3-628,1,1,1,1,1,1,0,1,1,1,1
M135-3-629,1,1,1,1,1,1,0,1,1,1,0
M135-3-63,1,1,0,1,1,1,0,1,1,0,1
M135-3-630,1,1,1,1,1,1,0,1,1,0,0
M135-3-631,1,1,1,1,1,1,0,1,1,1,1
M135-3-632,1,1,0,1,1,1,0,1,1,0,1
M135-3-633,1,1,0,1,1,1,0,1,1,1,0
M135-3-634,1,1,1,1,1,1,1,1,1,0,1
M135-3-635,1,1,0,1,1,1,1,1,1,0,1
M135-3-636,1,1,1,1,1,1,1,1,1,0,0
M135-3-637,1,1,0,1,1,1,0,1,1,0,1
M135-3-638,1,1,1,1,1,1,1,1,1,0,1
M135-3-639,1,1,1,1,1,1,0,1,1,1,1
M135-3-64,1,1,1,1,1,1,0,1,1,1,1
M135-3-640,1,1,0,1,1,1,0,1,1,1,1
M135-3-641,1,1,0,1,1,1,0,1,1,1,0
M135-3-642,1,1,0,1,1,1,1,1,1,1,0
M135-3-643,1,1,1,1,1,1,0,1,1,0,0
M135-3-644,1,1,0,1,1,1,0,1,1,1,1
M135-3-645,1,1,1,1,1,1,0,1,1,0,0
M135-3-646,1,1,0,1,1,1,1,1,1,1,0
M135-3-647,1,1,0,1,1,1,0,1,1,0,1
M135-3-648,1,1,0,1,1,1,0,1,1,1,1
M135-3-649,1,1,0,1,1,1,0,1,1,0,0
M135-3-65,1,1,0,1,1,1,1,1,1,1,0
M135-3-650,1,1,1,1,1,1,1,1,1,0,0
M135-3-651,1,1,1,1,1,1,0,1,1,0,1
M135-3-652,1,1,0,1,1,1,0,1,1,1,0
M135-3-653,1,1,1,1,1,1,0,1,1,0,0
M135-3-654,1,1,1,1,1,1,1,1,1,0,1
M135-3-655,1,1,1,1,1,1,0,1,1,0,0
M135-3-656,1,1,0,1,1,1,0,1,1,1,1
M135-3-657,1,1,0,1,1,1,0,1,1,1,0
M135-3-658,1,1,0,1,1,1,0,1,1,1,0
M135-3-659,1,1,1,1,1,1,0,1,1,0,1
M135-3-66,1,1,1,1,1,1,1,1,1,1,1
M135-3-660,1,1,1,1,1,1,1,1,1,1,0
M135-3-661,1,1,0,1,1,1,0,1,1,1,1
M135-3-662,1,1,1,1,1,1,0,1,1,0,0
M135-3-663,1,1,1,1,1,1,1,1,1,1,0
M135-3-664,1,1,0,1,1,1,1,1,1,1,1
M135-3-665,1,1,1,1,1,1,1,1,1,1,0
M135-3-666,1,1,1,1,1,1,0,1,1,1,0
M135-3-667,1,1,0,1,1,1,1,1,1,1,1
M135-3-668,1,1,0,1,1,1,1,1,1,1,0
M135-3-669,1,1,0,1,1,1,0,1,1,0,1
M135-3-67,1,1,1,1,1,1,0,1,1,0,1
M135-3-670,1,1,0,1,1,1,0,1,1,0,0
M135-3-671,1,1,0,1,1,1,1,1,1,0,1
M135-3-672,1,1,0,1,1,1,1,1,1,0,0
M135-3-673,1,1,1,1,1,1,1,1,1,1,1
M135-3-674,1,1,1,1,1,1,0,1,1,0,1
M135-3-675,1,1,1,1,1,1,0,1,1,1,0
M135-3-676,1,1,1,1,1,1,0,1,1,1,0
M135-3-677,1,1,0,1,1,1,0,1,1,1,0
M135-3-678,1,1,0,1,1,1,1,1,1,0,0
M135-3-679,1,1,0,1,1,1,0,1,1,1,0
M135-3-68,1,1,0,1,1,1,1,1,1,0,1
M135-3-680,1,1,0,1,1,1,0,1,1,1,1
M135-3-681,1,1,0,1,1,1,1,1,1,1,0
M135-3-682,1,1,1,1,1,1,1,1,1,1,1
M135-3-683,1,1,1,1,1,1,1,1,1,0,0
M135-3-684,1,1,1,1,1,1,1,1,1,0,0
M135-3-685,1,1,1,1,1,1,0,1,1,0,1
M135-3-686,1,1,0,1,1,1,1,1,1,1,0
M135-3-687,1,1,0,1,1,1,0,1,1,0,1
M135-3-688,1,1,0,1,1,1,1,1,1,0,1
M135-3-689,1,1,1,1,1,1,0,1,1,1,0
M135-3-69,1,1,0,1,1,1,1,1,1,0,1
M135-3-690,1,1,1,1,1,1,1,1,1,1,1
M135-3-691,1,1,1,1,1,1,0,1,1,0,0
M135-3-692,1,1,0,1,1,1,1,1,1,1,0
M135-3-693,1,1,0,1,1,1,1,1,1,1,0
M135-3-694,1,1,1,1,1,1,1,1,1,1,0
M135-3-7,1,1,1,1,1,1,0,1,1,1,1
M135-3-70,1,1,1,1,1,1,0,1,1,0,0
M135-3-71,1,1,1,1,1,1,0,1,1,0,0
M135-3-72,1,1,1,1,1,1,0,1,1,1,1
M135-3-73,1,1,0,1,1,1,0,1,1,0,0
M135-3-74,1,1,0,1,1,1,0,1,1,0,1
M135-3-75,1,1,1,1,1,1,1,1,1,1,1
M135-3-76,1,1,1,1,1,1,1,1,1,0,1
M135-3-77,1,1,1,1,1,1,1,1,1,0,1
M135-3-78,1,1,1,1,1,1,0,1,1,0,0
M135-3-79,1,1,1,1,1,1,1,1,1,1,1
M135-3-8,1,1,0,1,1,1,1,1,1,0,1
M135-3-80,1,1,1,1,1,1,1,1,1,0,1
M135-3-81,1,1,1,1,1,1,0,1,1,0,1
M135-3-82,1,1,1,1,1,1,1,1,1,1,1
M135-3-83,1,1,0,1,1,1,0,1,1,0,1
M135-3-84,1,1,1,1,1,1,0,1,1,0,1
M135-3-85,1,1,0,1,1,1,0,1,1,1,0
M135-3-86,1,1,1,1,1,1,1,1,1,0,0
M135-3-87,1,1,1,1,1,1,0,1,1,0,0
M135-3-88,1,1,1,1,1,1,0,1,1,1,1
M135-3-89,1,1,1,1,1,1,0,1,1,1,1
M135-3-9,1,1,1,1,1,1,0,1,1,0,1
M135-3-90,1,1,1,1,1,1,1,1,1,1,1
M135-3-91,1,1,1,1,1,1,0,1,1,1,0
M135-3-92,1,1,1,1,1,1,0,1,1,1,0
M135-3-93,1,1,1,1,1,1,1,1,1,0,1
M135-3-94,1,1,1,1,1,1,1,1,1,1,0
M135-3-95,1,1,0,1,1,1,0,1,1,0,0
M135-3-96,1,1,0,1,1,1,1,1,1,1,0
M135-3-97,1,1,0,1,1,1,0,1,1,0,1
M135-3-98,1,1,1,1,1,1,0,1,1,1,1
M135-3-99,1,1,0,1,1,1,1,1,1,0,0
M140-5-1,1,1,1,1,1,1,1,1,1,1,0
M140-5-10,1,1,0,1,1,1,0,1,1,0,0
M140-5-100,1,1,0,1,1,1,1,1,1,1,1
M140-5-1000,1,1,1,1,1,1,0,1,1,1,1
M140-5-1001,1,1,0,1,1,1,1,1,1,0,0
M140-5-1002,1,1,1,1,1,1,1,1,1,0,1
M140-5-1003,1,1,0,1,1,1,1,1,1,0,1
M140-5-1004,1,1,1,1,1,1,0,1,1,0,1
M140-5-1005,1,1,1,1,1,1,1,1,1,0,0
M140-5-1006,1,1,0,1,1,1,0,1,1,1,1
M140-5-1007,1,1,1,1,1,1,1,1,1,0,1
M140-5-1008,1,1,0,1,1,1,1,1,1,1,0
M140-5-1009,1,1,0,1,1,1,0,1,1,0,0
M140-5-101,1,1,0,1,1,1,0,1,1,1,0
M140-5-1010,1,1,0,1,1,1,0,1,1,1,1
M140-5-1011,1,1,0,1,1,1,1,1,1,0,0
M140-5-1012,1,1,1,1,1,1,0,1,1,1,1
M140-5-1013,1,1,0,1,1,1,1,1,1,0,0
M140-5-1014,1,1,1,1,1,1,1,1,1,1,1
M140-5-1015,1,1,1,1,1,1,0,1,1,1,1
M140-5-1016,1,1,1,1,1,1,0,1,1,0,1
M140-5-1017,1,1,0,1,1,1,0,1,1,0,0
M140-5-1018,1,1,1,1,1,1,1,1,1,0,0
M140-5-1019,1,1,0,1,1,1,0,1,1,1,0
M140-5-102,1,1,1,1,1,1,1,1,1,1,0
M140-5-1020,1,1,1,1,1,1,1,1,1,1,0
M140-5-1021,1,1,0,1,1,1,0,1,1,1,0
M140-5-1022,1,1,0,1,1,1,0,1,1,0,1
M140-5-1023,1,1,1,1,1,1,0,1,1,0,1
M140-5-1024,1,1,1,1,1,1,1,1,1,0,0
M140-5-1025,1,1,0,1,1,1,0,1,1,0,0
M140-5-1026,1,1,0,1,1,1,1,1,1,1,0
M140-5-1027,1,1,1,1,1,1,1,1,1,0,1
M140-5-1028,1,1,1,1,1,1,0,1,1,1,0
M140-5-1029,1,1,1,1,1,1,0,1,1,1,1
M140-5-103,1,1,1,1,1,1,0,1,1,0,0
M140-5-1030,1,1,1,1,1,1,0,1,1,1,1
M140-5-1031,1,1,1,1,1,1,0,1,1,0,0
M140-5-1032,1,1,0,1,1,1,0,1,1,0,1
M140-5-1033,1,1,0,1,1,1,0,1,1,0,0
M140-5-1034,1,1,0,1,1,1,1,1,1,1,1
M140-5-1035,1,1,1,1,1,1,0,1,1,0,1
M140-5-1036,1,1,1,1,1,1,1,1,1,0,1
M140-5-1037,1,1,1,1,1,1,0,1,1,1,1
M140-5-1038,1,1,0,1,1,1,0,1,1,1,0
M140-5-1039,1,1,1,1,1,1,0,1,1,0,0
M140-5-104,1,1,0,1,1,1,0,1,1,1,1
M140-5-1040,1,1,0,1,1,1,1,1,1,1,1
M140-5-1041,1,1,0,1,1,1,1,1,1,1,1
M140-5-1042,1,1,0,1,1,1,1,1,1,0,1
M140-5-1043,1,1,0,1,1,1,0,1,1,1,0
M140-5-1044,1,1,1,1,1,1,0,1,1,0,1
M140-5-1045,1,1,1,1,1,1,0,1,1,1,1
M140-5-1046,1,1,1,1,1,1,0,1,1,0,0
M140-5-1047,1,1,1,1,1,1,1,1,1,0,0
M140-5-1048,1,1,0,1,1,1,0,1,1,0,0
M140-5-1049,1,1,1,1,1,1,1,1,1,0,0
M140-5-105,1,1,1,1,1,1,0,1,1,0,0
M140-5-1050,1,1,1,1,1,1,0,1,1,0,0
M140-5-1051,1,1,0,1,1,1,1,1,1,0,1
M140-5-1052,1,1,0,1,1,1,0,1,1,1,0
M140-5-1053,1,1,0,1,1,1,1,1,1,1,1
M140-5-1054,1,1,0,1,1,1,1,1,1,0,0
M140-5-1055,1,1,1,1,1,1,1,1,1,1,1
M140-5-1056,1,1,1,1,1,1,1,1,1,0,0
M140-5-1057,1,1,1,1,1,1,0,1,1,0,1
M140-5-1058,1,1,1,1,1,1,0,1,1,0,0
M140-5-1059,1,1,1,1,1,1,1,1,1,0,1
M140-5-106,1,1,0,1,1,1,1,1,1,0,1
M140-5-1060,1,1,1,1,1,1,1,1,1,1,0
M140-5-1061,1,1,0,1,1,1,0,1,1,0,0
M140-5-1062,1,1,0,1,1,1,0,1,1,1,1
M140-5-1063,1,1,0,1,1,1,0,1,1,1,1
M140-5-1064,1,1,1,1,1,1,1,1,1,0,1
M140-5-1065,1,1,0,1,1,1,0,1,1,0,1
M140-5-1066,1,1,1,1,1,1,0,1,1,1,1
M140-5-1067,1,1,0,1,1,1,0,1,1,0,0
M140-5-1068,1,1,0,1,1,1,0,1,1,1,0
M140-5-1069,1,1,1,1,1,1,1,1,1,0,1
M140-5-107,1,1,0,1,1,1,0,1,1,1,1
M140-5-1070,1,1,1,1,1,1,0,1,1,0,1
M140-5-1071,1,1,0,1,1,1,1,1,1,1,0
M140-5-1072,1,1,1,1,1,1,0,1,1,1,1
M140-5-1073,1,1,0,1,1,1,1,1,1,0,0
M140-5-1074,1,1,1,1,1,1,1,1,1,1,1
M140-5-1075,1,1,1,1,1,1,1,1,1,1,1
M140-5-1076,1,1,1,1,1,1,0,1,1,1,0
M140-5-1077,1,1,0,1,1,1,0,1,1,0,0
M140-5-1078,1,1,1,1,1,1,1,1,1,0,0
M140-5-1079,1,1,1,1,1,1,0,1,1,0,0
M140-5-108,1,1,1,1,1,1,1,1,1,1,1
M140-5-1080,1,1,1,1,1,1,0,1,1,1,0
M140-5-1081,1,1,0,1,1,1,1,1,1,1,1
M140-5-1082,1,1,1,1,1,1,1,1,1,1,0
M140-5-1083,1,1,1,1,1,1,1,1,1,0,0
M140-5-1084,1,1,1,1,1,1,0,1,1,0,1
M140-5-1085,1,1,0,1,1,1,0,1,1,1,0
M140-5-1086,1,1,0,1,1,1,0,1,1,0,0
M140-5-1087,1,1,0,1,1,1,1,1,1,0,0
M140-5-1088,1,1,1,1,1,1,1,1,1,0,0
M140-5-1089,1,1,0,1,1,1,1,1,1,1,1
M140-5-109,1,1,0,1,1,1,0,1,1,1,0
M140-5-1090,1,1,0,1,1,1,0,1,1,0,1
M140-5-1091,1,1,1,1,1,1,0,1,1,1,1
M140-5-1092,1,1,0,1,1,1,1,1,1,0,1
M140-5-1093,1,1,0,1,1,1,1,1,1,0,1
M140-5-1094,1,1,0,1,1,1,1,1,1,1,0
M140-5-1095,1,1,0,1,1,1,1,1,1,0,1
M140-5-1096,1,1,1,1,1,1,1,1,1,0,0
M140-5-1097,1,1,1,1,1,1,1,1,1,1,0
M140-5-1098,1,1,0,1,1,1,1,1,1,1,1
M140-5-1099,1,1,1,1,1,1,1,1,1,1,0
M140-5-11,1,1,0,1,1,1,1,1,1,1,0
M140-5-110,1,1,0,1,1,1,1,1,1,0,0
M140-5-1100,1,1,0,1,1,1,1,1,1,0,1
M140-5-1101,1,1,0,1,1,1,1,1,1,0,0
M140-5-1102,1,1,0,1,1,1,0,1,1,0,0
M140-5-1103,1,1,1,1,1,1,0,1,1,1,0
M140-5-1104,1,1,0,1,1,1,1,1,1,0,0
M140-5-1105,1,1,0,1,1,1,1,1,1,0,1
M140-5-1106,1,1,0,1,1,1,0,1,1,0,1
M140-5-1107,1,1,1,1,1,1,0,1,1,1,0
M140-5-1108,1,1,0,1,1,1,0,1,1,1,0
M140-5-1109,1,1,1,1,1,1,0,1,1,0,1
M140-5-111,1,1,1,1,1,1,0,1,1,0,0
M140-5-1110,1,1,0,1,1,1,0,1,1,1,0
M140-5-1111,1,1,0,1,1,1,0,1,1,1,1
M140-5-1112,1,1,1,1,1,1,1,1,1,0,1
M140-5-1113,1,1,1,1,1,1,1,1,1,1,1
M140-5-1114,1,1,1,1,1,1,0,1,1,1,1
M140-5-1115,1,1,0,1,1,1,1,1,1,0,0
M140-5-1116,1,1,1,1,1,1,0,1,1,0,1
M140-5-1117,1,1,0,1,1,1,1,1,1,0,1
M140-5-1118,1,1,1,1,1,1,0,1,1,1,0
M140-5-1119,1,1,0,1,1,1,0,1,1,1,0
M140-5-112,1,1,1,1,1,1,0,1,1,0,1
M140-5-1120,1,1,0,1,1,1,0,1,1,0,0
M140-5-1121,1,1,1,1,1,1,0,1,1,1,1
M140-5-1122,1,1,1,1,1,1,0,1,1,1,0
M140-5-1123,1,1,0,1,1,1,1,1,1,1,0
M140-5-1124,1,1,0,1,1,1,1,1,1,0,0
M140-5-1125,1,1,1,1,1,1,1,1,1,0,0
M140-5-1126,1,1,1,1,1,1,1,1,1,1,0
M140-5-1127,1,1,0,1,1,1,1,1,1,0,1
M140-5-1128,1,1,1,1,1,1,1,1,1,1,0
M140-5-1129,1,1,0,1,1,1,1,1,1,0,1
M140-5-113,1,1,0,1,1,1,0,1,1,0,1
M140-5-1130,1,1,0,1,1,1,1,1,1,1,0
M140-5-1131,1,1,1,1,1,1,0,1,1,0,1
M140-5-1132,1,1,1,1,1,1,1,1,1,0,0
M140-5-1133,1,1,1,1,1,1,1,1,1,0,1
M140-5-1134,1,1,0,1,1,1,0,1,1,1,1
M140-5-1135,1,1,1,1,1,1,1,1,1,1,1
M140-5-1136,1,1,1,1,1,1,1,1,1,1,1
M140-5-1137,1,1,1,1,1,1,0,1,1,1,0
M140-5-1138,1,1,1,1,1,1,0,1,1,0,0
M140-5-1139,1,1,0,1,1,1,0,1,1,1,1
M140-5-114,1,1,1,1,1,1,1,1,1,0,1
M140-5-1140,1,1,0,1,1,1,0,1,1,1,1
M140-5-1141,1,1,0,1,1,1,0,1,1,1,0
M140-5-1142,1,1,0,1,1,1,0,1,1,0,0
M140-5-1143,1,1,0,1,1,1,0,1,1,0,1
M140-5-1144,1,1,0,1,1,1,0,1,1,1,0
M140-5-1145,1,1,0,1,1,1,1,1,1,1,0
M140-5-1146,1,1,1,1,1,1,1,1,1,1,1
M140-5-1147,1,1,0,1,1,1,0,1,1,0,1
M140-5-1148,1,1,0,1,1,1,1,1,1,1,1
M140-5-1149,1,1,1,1,1,1,0,1,1,1,1
M140-5-115,1,1,1,1,1,1,1,1,1,1,1
M140-5-1150,1,1,0,1,1,1,0,1,1,0,0
M140-5-1151,1,1,0,1,1,1,1,1,1,0,0
M140-5-1152,1,1,1,1,1,1,1,1,1,1,1
M140-5-1153,1,1,0,1,1,1,0,1,1,1,0
M140-5-1154,1,1,0,1,1,1,0,1,1,1,0
M140-5-1155,1,1,1,1,1,1,1,1,1,0,0
M140-5-1156,1,1,0,1,1,1,0,1,1,0,0
M140-5-1157,1,1,1,1,1,1,0,1,1,0,1
M140-5-1158,1,1,0,1,1,1,1,1,1,1,0
M140-5-1159,1,1,0,1,1,1,1,1,1,1,0
M140-5-116,1,1,0,1,1,1,0,1,1,0,1
M140-5-1160,1,1,1,1,1,1,1,1,1,0,0
M140-5-1161,1,1,1,1,1,1,0,1,1,1,1
M140-5-1162,1,1,0,1,1,1,0,1,1,1,1
M140-5-1163,1,1,0,1,1,1,1,1,1,0,1
M140-5-1164,1,1,0,1,1,1,1,1,1,0,1
M140-5-1165,1,1,1,1,1,1,0,1,1,1,1
M140-5-1166,1,1,1,1,1,1,0,1,1,1,0
M140-5-1167,1,1,0,1,1,1,0,1,1,1,1
M140-5-1168,1,1,0,1,1,1,0,1,1,0,0
M140-5-1169,1,1,0,1,1,1,0,1,1,0,0
M140-5-117,1,1,0,1,1,1,0,1,1,0,1
M140-5-1170,1,1,0,1,1,1,0,1,1,0,0
M140-5-1171,1,1,1,1,1,1,0,1,1,1,0
M140-5-1172,1,1,1,1,1,1,1,1,1,0,1
M140-5-1173,1,1,1,1,1,1,0,1,1,0,1
M140-5-1174,1,1,0,1,1,1,1,1,1,0,1
M140-5-1175,1,1,1,1,1,1,1,1,1,1,1
M140-5-1176,1,1,0,1,1,1,0,1,1,0,1
M140-5-1177,1,1,0,1,1,1,0,1,1,1,0
M140-5-1178,1,1,0,1,1,1,0,1,1,0,1
M140-5-1179,1,1,1,1,1,1,0,1,1,0,1
M140-5-118,1,1,1,1,1,1,1,1,1,0,0
M140-5-1180,1,1,0,1,1,1,1,1,1,0,0
M140-5-1181,1,1,0,1,1,1,1,1,1,0,0
M140-5-1182,1,1,1,1,1,1,0,1,1,0,0
M140-5-1183,1,1,1,1,1,1,0,1,1,0,0
M140-5-1184,1,1,0,1,1,1,0,1,1,0,0
M140-5-1185,1,1,0,1,1,1,0,1,1,0,0
M140-5-1186,1,1,1,1,1,1,1,1,1,0,1
M140-5-1187,1,1,1,1,1,1,0,1,1,1,1
M140-5-1188,1,1,0,1,1,1,0,1,1,1,1
M140-5-1189,1,1,0,1,1,1,1,1,1,0,0
M140-5-119,1,1,0,1,1,1,1,1,1,0,1
M140-5-1190,1,1,0,1,1,1,0,1,1,1,1
M140-5-1191,1,1,0,1,1,1,1,1,1,0,0
M140-5-1192,1,1,0,1,1,1,0,1,1,0,0
M140-5-1193,1,1,1,1,1,1,0,1,1,1,0
M140-5-1194,1,1,1,1,1,1,1,1,1,1,1
M140-5-1195,1,1,1,1,1,1,1,1,1,1,1
M140-5-1196,1,1,1,1,1,1,0,1,1,0,0
M140-5-1197,1,1,1,1,1,1,1,1,1,1,0
M140-5-1198,1,1,0,1,1,1,0,1,1,0,1
M140-5-1199,1,1,0,1,1,1,1,1,1,1,1
M140-5-12,1,1,1,1,1,1,0,1,1,1,0
M140-5-120,1,1,1,1,1,1,1,1,1,1,1
M140-5-1200,1,1,0,1,1,1,1,1,1,1,0
M140-5-1201,1,1,0,1,1,1,1,1,1,0,1
M140-5-1202,1,1,1,1,1,1,1,1,1,1,0
M140-5-1203,1,1,1,1,1,1,1,1,1,1,1
M140-5-1204,1,1,1,1,1,1,1,1,1,1,0
M140-5-1205,1,1,1,1,1,1,0,1,1,0,1
M140-5-1206,1,1,0,1,1,1,0,1,1,0,1
M140-5-1207,1,1,1,1,1,1,1,1,1,1,1
M140-5-1208,1,1,1,1,1,1,0,1,1,0,0
M140-5-1209,1,1,0,1,1,1,0,1,1,0,0
M140-5-121,1,1,0,1,1,1,1,1,1,1,1
M140-5-1210,1,1,1,1,1,1,1,1,1,1,1
M140-5-1211,1,1,1,1,1,1,1,1,1,1,1
M140-5-1212,1,1,0,1,1,1,1,1,1,0,0
M140-5-1213,1,1,0,1,1,1,0,1,1,0,0
M140-5-1214,1,1,0,1,1,1,0,1,1,0,1
M140-5-1215,1,1,0,1,1,1,1,1,1,1,0
M140-5-1216,1,1,0,1,1,1,0,1,1,1,0
M140-5-1217,1,1,0,1,1,1,1,1,1,0,1
M140-5-1218,1,1,0,1,1,1,0,1,1,1,0
M140-5-1219,1,1,1,1,1,1,1,1,1,0,1
M140-5-122,1,1,1,1,1,1,1,1,1,1,0
M140-5-1220,1,1,1,1,1,1,0,1,1,0,1
M140-5-1221,1,1,0,1,1,1,0,1,1,0,1
M140-5-1222,1,1,0,1,1,1,1,1,1,1,0
M140-5-1223,1,1,0,1,1,1,1,1,1,1,1
M140-5-1224,1,1,0,1,1,1,1,1,1,0,1
M140-5-1225,1,1,0,1,1,1,1,1,1,0,1
M140-5-1226,1,1,1,1,1,1,1,1,1,1,1
M140-5-1227,1,1,1,1,1,1,1,1,1,1,1
M140-5-1228,1,1,1,1,1,1,0,1,1,1,0
M140-5-1229,1,1,1,1,1,1,1,1,1,1,0
M140-5-123,1,1,1,1,1,1,1,1,1,0,0
M140-5-1230,1,1,0,1,1,1,0,1,1,0,0
M140-5-1231,1,1,0,1,1,1,0,1,1,0,0
M140-5-1232,1,1,1,1,1,1,1,1,1,1,0
M140-5-1233,1,1,0,1,1,1,0,1,1,1,0
M140-5-1234,1,1,0,1,1,1,1,1,1,1,0
M140-5-1235,1,1,1,1,1,1,1,1,1,1,1
M140-5-1236,1,1,1,1,1,1,1,1,1,0,0
M140-5-1237,1,1,0,1,1,1,1,1,1,0,0
M140-5-1238,1,1,0,1,1,1,0,1,1,0,0
M140-5-1239,1,1,1,1,1,1,1,1,1,0,1
M140-5-124,1,1,0,1,1,1,0,1,1,1,0
M140-5-1240,1,1,0,1,1,1,0,1,1,0,0
M140-5-1241,1,1,1,1,1,1,1,1,1,1,0
M140-5-1242,1,1,0,1,1,1,0,1,1,0,1
M140-5-1243,1,1,1,1,1,1,0,1,1,1,0
M140-5-1244,1,1,1,1,1,1,0,1,1,0,1
M140-5-1245,1,1,0,1,1,1,1,1,1,0,1
M140-5-1246,1,1,0,1,1,1,0,1,1,1,0
M140-5-1247,1,1,1,1,1,1,1,1,1,0,0
M140-5-1248,1,1,0,1,1,1,0,1,1,0,1
M140-5-1249,1,1,0,1,1,1,1,1,1,0,1
M140-5-125,1,1,1,1,1,1,0,1,1,0,1
M140-5-1250,1,1,0,1,1,1,1,1,1,1,1
M140-5-1251,1,1,1,1,1,1,0,1,1,1,0
M140-5-1252,1,1,1,1,1,1,1,1,1,0,1
M140-5-1253,1,1,1,1,1,1,0,1,1,1,0
M140-5-1254,1,1,0,1,1,1,1,1,1,0,0
M140-5-1255,1,1,0,1,1,1,1,1,1,0,0
M140-5-1256,1,1,1,1,1,1,0,1,1,0,1
M140-5-1257,1,1,1,1,1,1,1,1,1,0,1
M140-5-1258,1,1,1,1,1,1,0,1,1,1,1
M140-5-1259,1,1,1,1,1,1,0,1,1,1,1
M140-5-126,1,1,0,1,1,1,1,1,1,1,1
M140-5-1260,1,1,1,1,1,1,1,1,1,1,1
M140-5-1261,1,1,1,1,1,1,1,1,1,1,1
M140-5-1262,1,1,1,1,1,1,0,1,1,1,0
M140-5-1263,1,1,0,1,1,1,0,1,1,1,0
M140-5-1264,1,1,0,1,1,1,0,1,1,0,1
M140-5-1265,1,1,1,1,1,1,1,1,1,0,1
M140-5-1266,1,1,1,1,1,1,1,1,1,0,0
M140-5-1267,1,1,1,1,1,1,1,1,1,0,1
M140-5-1268,1,1,0,1,1,1,0,1,1,1,1
M140-5-127,1,1,0,1,1,1,0,1,1,0,1
M140-5-128,1,1,0,1,1,1,0,1,1,0,0
M140-5-129,1,1,0,1,1,1,0,1,1,1,0
M140-5-13,1,1,0,1,1,1,1,1,1,1,1
M140-5-130,1,1,0,1,1,1,0,1,1,1,0
M140-5-131,1,1,1,1,1,1,1,1,1,0,1
M140-5-132,1,1,0,1,1,1,1,1,1,0,0
M140-5-133,1,1,1,1,1,1,0,1,1,0,0
M140-5-134,1,1,0,1,1,1,1,1,1,0,0
M140-5-135,1,1,0,1,1,1,0,1,1,0,0
M140-5-136,1,1,0,1,1,1,0,1,1,0,0
M140-5-137,1,1,0,1,1,1,0,1,1,0,1
M140-5-138,1,1,0,1,1,1,0,1,1,1,0
M140-5-139,1,1,0,1,1,1,0,1,1,0,0
M140-5-14,1,1,0,1,1,1,1,1,1,1,1
M140-5-140,1,1,1,1,1,1,0,1,1,1,0
M140-5-141,1,1,0,1,1,1,0,1,1,1,1
M140-5-142,1,1,1,1,1,1,1,1,1,0,1
M140-5-143,1,1,0,1,1,1,0,1,1,0,1
M140-5-144,1,1,0,1,1,1,0,1,1,1,1
M140-5-145,1,1,1,1,1,1,0,1,1,0,0
M140-5-146,1,1,1,1,1,1,1,1,1,0,0
M140-5-147,1,1,0,1,1,1,0,1,1,1,1
M140-5-148,1,1,0,1,1,1,1,1,1,1,1
M140-5-149,1,1,1,1,1,1,1,1,1,0,0
M140-5-15,1,1,1,1,1,1,1,1,1,0,1
M140-5-150,1,1,1,1,1,1,0,1,1,0,1
M140-5-151,1,1,1,1,1,1,0,1,1,1,0
M140-5-152,1,1,0,1,1,1,1,1,1,0,0
M140-5-153,1,1,1,1,1,1,0,1,1,0,1
M140-5-154,1,1,0,1,1,1,1,1,1,1,1
M140-5-155,1,1,1,1,1,1,0,1,1,1,0
M140-5-156,1,1,0,1,1,1,1,1,1,1,1
M140-5-157,1,1,1,1,1,1,0,1,1,0,0
M140-5-158,1,1,1,1,1,1,1,1,1,1,0
